OptName;LfdNr;Name;Typ;Startzeit;Endzeit;Dauer;Fval_Opt;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Kondition_fval;Kondition_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;Materialspannung;num_succ;num_fail;comptime_sum
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh19;1;P6RRRRRR10V3G1P1A1;2;02.02.2020 23:11:59;03.02.2020 00:47:08;5709.61645;366.749762499483;69.6337996991415;10.981882755896;396.63839419731;71.8505556298165;347.712768078705;60.7869671720145;158.922633150338;163.868630823031;97.9242532122948;0.000306585637442092;3261.73139858478;0.938122342525695;239;2861;5682.837934
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh19;2;P6RRRRRR10G1P1A1;2;02.02.2020 23:11:59;03.02.2020 00:24:36;4356.784925;463.784029515201;93.3804106451809;14.7742714800238;474.216179985182;92.210978851591;190.984282078508;30.9333410423864;101.380795178242;24.8329476486475;99.5513600386307;0.00141897576735678;704.733669879907;0.658062555111547;17;3083;4330.67704200001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh19;3;P6PRRRRR6V2G8P3A1;2;02.02.2020 23:11:59;03.02.2020 01:05:46;6827.086304;366.684451579161;45.2306316340495;7.11678982573229;366.498001878266;64.903098758039;725.553524531935;217.413766184683;138.539707335899;83.2947595367832;96.8047847691293;0.0001990742637534;5023.25102776085;0.353286379871247;474;2626;6799.878291
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh19;4;P6PRRRRR6G8P3A1;2;02.02.2020 23:11:59;03.02.2020 01:00:32;6513.072607;440.663996284715;58.1039509791436;9.15237485144595;440.69907890352;82.9123262769829;664.349031177197;171.757985823791;129.535364985373;61.9656524227349;97.7567971079167;0.000283681997751594;3525.07387823619;0.3718419909003;102;2998;6488.71790299999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh2;1;P6RRRRRR10V3G1P1A1;2;01.02.2020 12:09:51;01.02.2020 13:35:03;5112.291002;362.501725506518;55.1452055191443;8.68391899730781;370.172524640505;65.7265226177731;305.947025531951;52.1348857609026;114.441485111704;37.8836628873423;94.259779273502;0.000110604382967979;9041.23302500146;0.279914513307235;98;3002;5085.76027200001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh2;2;P6RRRRRR10G1P1A1;2;01.02.2020 12:09:51;01.02.2020 13:44:42;5690.864624;436.586461710358;83.8654763265887;13.2502967569134;432.928430736199;80.8731485733269;634.932007380153;154.836353302685;110.230976854773;33.050497929084;98.8564709930265;0.000556655142256341;1796.44437657867;0.724425014665007;39;3061;5666.54011599999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh2;3;P6PRRRRR6V2G8P3A1;2;01.02.2020 12:09:51;01.02.2020 14:07:02;7030.726999;367.94842789825;39.9371908897145;6.28156170256865;367.49184232294;65.1251969123568;585.432794395468;131.216265696359;126.15819872885;55.4835520571738;96.7325349875141;0.000194664873390629;5137.03362390053;0.306894782318074;621;2479;7001.83385500002
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh2;4;P6PRRRRR6G8P3A1;2;01.02.2020 12:09:51;01.02.2020 14:02:10;6738.978182;418.573284814371;48.7736525766204;7.67637245270972;419.262278166448;77.3825134560867;631.554779806523;153.048705318754;131.524283597387;66.1395052241282;97.2934875807243;0.000235076024237568;4253.94296693311;0.27791526753294;311;2789;6712.31769900001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh20;1;P6RRRRRR10V3G1P1A1;2;03.02.2020 01:16:57;03.02.2020 02:34:55;4678.018361;344.289800881848;55.3332992835868;8.71368826684588;368.822968736454;65.423378602526;266.805956384038;44.5490878206979;135.920430097035;76.4130321563383;94.5399445777424;0.000116309816260243;8597.72659052697;0.38980489147235;94;3006;4652.66169800001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh20;2;P6RRRRRR10G1P1A1;2;03.02.2020 01:16:57;03.02.2020 02:26:48;4190.150209;447.851102885178;69.8245302937101;11.0122049677221;460.009418427094;88.1644886127933;492.545801028647;97.6851926831496;113.692256390489;36.9738208197659;97.9449104183903;0.000309669527960209;3229.24895641813;0.548635504855787;29;3071;4164.77005699999
